Time,Occupancy
2023-03-09 19:45:18.264480-05:00,50
2023-03-09 19:50:20.591402-05:00,50
2023-03-09 19:55:21.944594-05:00,50
2023-03-09 20:00:23.113989-05:00,50
2023-03-09 20:05:24.348817-05:00,50
2023-03-09 20:10:25.882465-05:00,50
2023-03-09 20:15:28.162725-05:00,50
2023-03-09 20:20:29.251507-05:00,50
2023-03-09 20:25:30.699728-05:00,50
2023-03-09 20:30:31.984625-05:00,50
2023-03-09 20:35:35.640167-05:00,50
2023-03-09 20:40:37.774382-05:00,50
2023-03-09 20:45:40.276918-05:00,50
2023-03-09 20:50:43.079141-05:00,50
2023-03-09 20:55:45.285437-05:00,50
2023-03-09 21:00:47.854096-05:00,50
2023-03-09 21:05:49.771981-05:00,50
2023-03-09 21:10:53.659606-05:00,50
2023-03-09 21:15:56.713198-05:00,50
2023-03-09 21:20:58.970999-05:00,50
2023-03-09 21:26:01.044314-05:00,50
2023-03-09 21:31:03.579418-05:00,50
2023-03-09 21:33:45.862165-05:00,50
2023-03-09 21:38:49.942032-05:00,50
2023-03-09 21:43:52.044009-05:00,50
2023-03-09 21:48:54.753066-05:00,50
2023-03-09 21:53:56.726003-05:00,50
2023-03-09 21:58:58.246523-05:00,50
2023-03-09 22:03:59.762773-05:00,50
2023-03-09 22:09:02.154958-05:00,50
2023-03-09 22:14:03.956791-05:00,50
2023-03-09 22:19:05.918818-05:00,50
2023-03-09 22:24:07.400142-05:00,50
2023-03-09 22:29:09.549385-05:00,50
2023-03-09 22:34:11.015449-05:00,50
2023-03-09 22:39:12.298726-05:00,50
2023-03-09 22:44:14.452504-05:00,50
2023-03-09 22:49:15.936709-05:00,50
2023-03-09 22:54:18.464841-05:00,50
2023-03-09 22:59:20.279736-05:00,50
2023-03-09 23:29:12.701484-05:00,50
2023-03-09 23:34:30.945428-05:00,50
2023-03-09 23:39:38.929415-05:00,50
2023-03-09 23:44:50.736318-05:00,50
2023-03-09 23:49:57.542071-05:00,50
2023-03-09 23:55:05.064090-05:00,50
