Time,Occupancy
2023-03-14 00:03:33.580062-04:00,0
2023-03-14 00:06:18.119657-04:00,0
2023-03-14 00:11:32.258732-04:00,0
2023-03-14 00:16:43.633359-04:00,0
2023-03-14 00:22:02.176925-04:00,0
2023-03-14 00:27:33.983720-04:00,0
2023-03-14 00:32:49.812190-04:00,0
2023-03-14 00:38:31.086073-04:00,0
2023-03-14 00:43:54.516386-04:00,0
2023-03-14 00:46:17.725206-04:00,0
2023-03-14 00:51:44.574922-04:00,0
2023-03-14 00:56:54.061766-04:00,0
2023-03-14 01:02:06.172956-04:00,0
2023-03-14 01:07:16.634861-04:00,0
2023-03-14 01:12:33.521261-04:00,0
2023-03-14 01:17:44.970219-04:00,0
2023-03-14 01:22:56.915366-04:00,0
2023-03-14 01:26:28.859607-04:00,0
2023-03-14 01:31:45.982691-04:00,0
2023-03-14 01:36:58.074534-04:00,0
2023-03-14 01:42:17.856457-04:00,0
2023-03-14 01:47:52.595150-04:00,0
2023-03-14 01:53:05.662129-04:00,0
2023-03-14 01:58:18.886728-04:00,0
2023-03-14 02:03:32.034233-04:00,0
2023-03-14 02:06:15.312674-04:00,0
2023-03-14 02:11:27.001328-04:00,0
2023-03-14 02:16:42.218301-04:00,0
2023-03-14 02:21:53.487355-04:00,0
2023-03-14 02:27:11.576326-04:00,0
2023-03-14 02:32:57.013089-04:00,0
2023-03-14 02:38:11.241796-04:00,0
2023-03-14 02:43:23.354288-04:00,0
2023-03-14 02:46:15.226428-04:00,0
2023-03-14 02:51:26.464700-04:00,0
2023-03-14 02:56:39.219567-04:00,0
2023-03-14 03:02:01.900402-04:00,0
2023-03-14 03:07:35.087491-04:00,0
2023-03-14 03:12:44.808010-04:00,0
2023-03-14 03:17:55.285086-04:00,0
2023-03-14 03:23:07.895362-04:00,0
2023-03-14 03:26:20.691989-04:00,0
2023-03-14 03:31:47.668115-04:00,0
2023-03-14 03:37:06.914366-04:00,0
2023-03-14 03:42:17.237307-04:00,0
2023-03-14 03:47:27.562043-04:00,0
2023-03-14 03:52:41.340666-04:00,0
2023-03-14 03:57:55.493619-04:00,0
2023-03-14 04:03:06.942677-04:00,0
2023-03-14 04:06:24.796084-04:00,0
2023-03-14 04:11:36.279547-04:00,0
2023-03-14 04:16:45.857584-04:00,0
2023-03-14 04:21:55.270644-04:00,0
2023-03-14 04:27:06.758234-04:00,0
2023-03-14 04:32:16.175208-04:00,0
2023-03-14 04:37:30.724626-04:00,0
2023-03-14 04:42:47.414414-04:00,0
2023-03-14 04:46:42.390364-04:00,0
2023-03-14 04:52:13.049650-04:00,0
2023-03-14 04:57:23.730114-04:00,0
2023-03-14 05:02:34.558324-04:00,0
2023-03-14 05:07:45.656730-04:00,0
2023-03-14 05:12:55.308815-04:00,0
2023-03-14 05:17:39.305585-04:00,0
2023-03-14 05:22:52.863424-04:00,0
2023-03-14 05:28:02.975164-04:00,0
2023-03-14 05:33:20.163235-04:00,0
2023-03-14 05:38:31.581351-04:00,0
2023-03-14 05:43:41.480987-04:00,0
2023-03-14 05:48:55.740927-04:00,0
2023-03-14 05:54:06.204773-04:00,0
2023-03-14 05:59:22.530306-04:00,0
2023-03-14 06:03:07.662711-04:00,61
2023-03-14 06:08:20.991451-04:00,95
2023-03-14 06:13:33.724666-04:00,108
2023-03-14 06:18:43.630203-04:00,130
2023-03-14 06:23:53.798385-04:00,157
2023-03-14 06:29:04.904777-04:00,165
2023-03-14 06:34:15.880046-04:00,183
2023-03-14 06:39:26.175398-04:00,194
2023-03-14 06:44:36.627236-04:00,201
2023-03-14 06:48:22.163619-04:00,212
2023-03-14 06:53:36.131268-04:00,213
2023-03-14 06:58:46.235626-04:00,223
2023-03-14 07:04:01.031413-04:00,222
2023-03-14 07:09:11.799974-04:00,239
2023-03-14 07:14:24.196324-04:00,237
2023-03-14 07:19:34.828608-04:00,257
2023-03-14 07:24:58.224580-04:00,273
2023-03-14 07:29:06.129950-04:00,278
2023-03-14 07:34:20.447002-04:00,280
2023-03-14 07:39:31.502539-04:00,277
2023-03-14 07:44:42.409091-04:00,268
2023-03-14 07:49:53.220807-04:00,274
2023-03-14 07:55:03.373172-04:00,281
2023-03-14 08:00:17.092622-04:00,290
2023-03-14 08:05:27.095658-04:00,290
2023-03-14 08:09:55.324558-04:00,285
2023-03-14 08:15:07.073525-04:00,289
2023-03-14 08:20:17.492966-04:00,276
2023-03-14 08:25:27.394096-04:00,270
2023-03-14 08:30:36.976997-04:00,274
2023-03-14 08:35:47.621152-04:00,265
2023-03-14 08:40:58.986214-04:00,279
2023-03-14 08:46:12.092141-04:00,287
2023-03-14 08:50:44.908888-04:00,303
2023-03-14 08:55:59.528773-04:00,304
2023-03-14 09:01:11.096954-04:00,308
2023-03-14 09:06:21.174541-04:00,318
2023-03-14 09:11:31.088575-04:00,323
2023-03-14 09:16:40.585305-04:00,318
2023-03-14 09:21:51.131429-04:00,325
2023-03-14 09:27:01.113459-04:00,337
2023-03-14 09:31:35.295057-04:00,344
2023-03-14 09:36:46.480799-04:00,341
2023-03-14 09:41:57.134231-04:00,349
2023-03-14 09:47:14.590039-04:00,350
2023-03-14 09:52:26.632233-04:00,347
2023-03-14 09:57:36.396218-04:00,339
2023-03-14 10:03:02.364714-04:00,339
2023-03-14 10:08:12.661555-04:00,342
2023-03-14 10:12:26.710642-04:00,336
2023-03-14 10:17:38.399918-04:00,332
2023-03-14 10:22:49.129599-04:00,328
2023-03-14 10:27:59.072799-04:00,324
2023-03-14 10:33:13.274622-04:00,318
2023-03-14 10:38:26.230775-04:00,310
2023-03-14 10:43:38.609375-04:00,302
2023-03-14 10:48:58.434986-04:00,304
2023-03-14 10:53:22.799059-04:00,316
2023-03-14 10:58:33.931507-04:00,316
2023-03-14 11:03:44.112547-04:00,325
2023-03-14 11:08:58.574115-04:00,331
2023-03-14 11:14:09.791905-04:00,350
2023-03-14 11:19:19.906270-04:00,351
2023-03-14 11:24:31.422836-04:00,363
2023-03-14 11:29:44.139603-04:00,363
2023-03-14 11:34:06.566893-04:00,365
2023-03-14 11:39:18.274739-04:00,365
2023-03-14 11:44:28.873523-04:00,365
2023-03-14 11:49:39.195484-04:00,361
2023-03-14 11:54:49.691443-04:00,375
2023-03-14 12:00:01.315561-04:00,391
2023-03-14 12:05:11.594996-04:00,393
2023-03-14 12:10:21.941372-04:00,396
2023-03-14 12:14:53.440962-04:00,408
2023-03-14 12:20:04.526399-04:00,407
2023-03-14 12:25:14.363255-04:00,413
2023-03-14 12:30:25.308979-04:00,423
2023-03-14 12:35:34.978130-04:00,440
2023-03-14 12:40:45.321525-04:00,456
2023-03-14 12:45:57.565274-04:00,464
2023-03-14 12:51:08.992716-04:00,469
2023-03-14 12:55:44.411773-04:00,479
2023-03-14 13:00:55.794182-04:00,466
2023-03-14 13:06:05.850504-04:00,445
2023-03-14 13:11:19.558250-04:00,432
2023-03-14 13:16:32.878701-04:00,437
2023-03-14 13:21:42.814055-04:00,442
2023-03-14 13:26:54.379526-04:00,443
2023-03-14 13:32:21.274887-04:00,439
2023-03-14 13:36:38.406907-04:00,433
2023-03-14 13:42:00.248088-04:00,429
2023-03-14 13:47:24.325874-04:00,423
2023-03-14 13:52:43.467742-04:00,427
2023-03-14 13:57:53.973889-04:00,434
