  Time,Occupancy
  2023-03-12 13:44:10.833802-04:00,158
  2023-03-12 13:49:25.120449-04:00,163
  2023-03-12 13:54:34.257213-04:00,168
  2023-03-12 13:59:40.783695-04:00,170
  2023-03-12 14:04:48.235976-04:00,167
  2023-03-12 14:09:33.228726-04:00,174
  2023-03-12 14:14:42.306879-04:00,177
  2023-03-12 14:19:49.064065-04:00,167
  2023-03-12 14:24:55.539117-04:00,174
  2023-03-12 14:30:01.675749-04:00,180
  2023-03-12 14:35:08.049105-04:00,182
  2023-03-12 14:40:13.965367-04:00,179
  2023-03-12 14:44:37.222195-04:00,182
  2023-03-12 14:49:43.241678-04:00,191
  2023-03-12 14:54:48.486456-04:00,200
  2023-03-12 14:59:54.151419-04:00,196
  2023-03-12 15:04:59.735157-04:00,201
  2023-03-12 15:10:13.375492-04:00,195
  2023-03-12 15:15:19.641091-04:00,191
  2023-03-12 15:20:26.065128-04:00,199
  2023-03-12 15:25:32.430260-04:00,208
  2023-03-12 15:30:38.473833-04:00,215
  2023-03-12 15:35:45.130670-04:00,214
  2023-03-12 15:40:55.554674-04:00,224
  2023-03-12 15:46:07.527062-04:00,218
  2023-03-12 15:51:18.503921-04:00,213
  2023-03-12 15:53:42.280249-04:00,217
  2023-03-12 15:58:56.533574-04:00,218
  2023-03-12 16:04:08.570557-04:00,217
  2023-03-12 16:09:19.908686-04:00,226
  2023-03-12 16:14:31.288498-04:00,247
  2023-03-12 16:19:44.616692-04:00,252
  2023-03-12 16:24:54.048144-04:00,259
  2023-03-12 16:30:05.782386-04:00,258
  2023-03-12 16:35:16.668739-04:00,262
  2023-03-12 16:40:28.390986-04:00,258
  2023-03-12 16:45:39.961943-04:00,260
  2023-03-12 16:50:51.558288-04:00,267
  2023-03-12 16:56:04.258356-04:00,258
  2023-03-12 17:01:15.290481-04:00,264
  2023-03-12 17:03:41.142438-04:00,270
  2023-03-12 17:08:54.132450-04:00,271
  2023-03-12 17:14:06.551369-04:00,277
  2023-03-12 17:19:17.476247-04:00,272
  2023-03-12 17:24:32.459777-04:00,271
  2023-03-12 17:29:43.542246-04:00,272
  2023-03-12 17:34:58.818549-04:00,254
  2023-03-12 17:40:09.954775-04:00,258
  2023-03-12 17:45:21.577593-04:00,252
  2023-03-12 17:50:32.822280-04:00,241
  2023-03-12 17:55:42.932605-04:00,249
  2023-03-12 18:00:54.736996-04:00,246
  2023-03-12 18:06:05.059773-04:00,244
  2023-03-12 18:11:16.673436-04:00,240
  2023-03-12 18:13:42.259919-04:00,238
  2023-03-12 18:18:55.805454-04:00,235
  2023-03-12 18:24:09.492356-04:00,240
  2023-03-12 18:29:21.108024-04:00,241
  2023-03-12 18:34:33.599973-04:00,246
  2023-03-12 18:39:45.768730-04:00,238
  2023-03-12 18:44:57.596026-04:00,239
  2023-03-12 18:50:09.055956-04:00,235
  2023-03-12 18:55:19.381729-04:00,232
  2023-03-12 19:00:31.474861-04:00,229
  2023-03-12 19:05:42.633019-04:00,235
  2023-03-12 19:10:54.512407-04:00,240
  2023-03-12 19:16:06.003766-04:00,252
  2023-03-12 19:21:17.643737-04:00,259
  2023-03-12 19:26:34.207648-04:00,271
  2023-03-12 19:31:37.479262-04:00,266
  2023-03-12 19:36:37.401220-04:00,276
  2023-03-12 19:38:36.733312-04:00,280
  2023-03-12 19:38:47.070394-04:00,280
  2023-03-12 19:39:05.228452-04:00,280
  2023-03-12 19:40:21.516872-04:00,281
  2023-03-12 19:45:31.484117-04:00,277
  2023-03-12 19:46:09.187853-04:00,277
  2023-03-12 19:47:42.394713-04:00,279
  2023-03-12 19:48:10.862767-04:00,279
  2023-03-12 19:48:33.859977-04:00,279
  2023-03-12 19:49:35.691940-04:00,280
  2023-03-12 19:52:24.298939-04:00,281
  2023-03-12 19:53:56.262714-04:00,281
  2023-03-12 19:55:19.399549-04:00,275
  2023-03-12 19:56:15.818943-04:00,275
  2023-03-12 19:56:52.086170-04:00,272
  2023-03-12 20:00:02.800693-04:00,269
  2023-03-12 20:03:10.380305-04:00,273
  2023-03-12 20:07:28.950587-04:00,279
  2023-03-12 20:09:03.922301-04:00,281
  2023-03-12 20:13:59.575525-04:00,286
  2023-03-12 20:14:59.224231-04:00,286
  2023-03-12 20:15:39.201148-04:00,289
  2023-03-12 20:16:16.776417-04:00,289
  2023-03-12 20:17:03.181702-04:00,295
  2023-03-12 20:17:43.778629-04:00,295
  2023-03-12 20:18:30.092787-04:00,296
  2023-03-12 20:19:12.337634-04:00,296
  2023-03-12 20:19:54.440591-04:00,294
  2023-03-12 20:20:34.677048-04:00,294
  2023-03-12 20:21:20.668171-04:00,295
  2023-03-12 20:26:32.199815-04:00,289
  2023-03-12 20:31:40.882440-04:00,295
  2023-03-12 20:32:32.886534-04:00,295
  2023-03-12 20:34:03.330008-04:00,291
  2023-03-12 20:34:34.295058-04:00,291
  2023-03-12 20:35:32.103474-04:00,289
  2023-03-12 20:38:17.851303-04:00,283
  2023-03-12 20:39:47.451291-04:00,281
  2023-03-12 20:41:09.241347-04:00,281
  2023-03-12 20:43:49.066150-04:00,284
  2023-03-12 20:46:47.646447-04:00,284
  2023-03-12 20:51:58.395091-04:00,285
  2023-03-12 20:57:07.813754-04:00,290
  2023-03-12 21:02:15.091449-04:00,285
  2023-03-12 21:07:35.449029-04:00,274
  2023-03-12 21:11:08.671881-04:00,278
  2023-03-12 21:16:18.826466-04:00,280
  2023-03-12 21:21:27.313576-04:00,264
  2023-03-12 21:26:34.944026-04:00,253
  2023-03-12 21:31:42.650474-04:00,242
  2023-03-12 21:36:55.776827-04:00,229
  2023-03-12 21:39:15.893244-04:00,226
  2023-03-12 21:40:41.507476-04:00,222
  2023-03-12 21:44:33.168374-04:00,205
  2023-03-12 21:49:42.492374-04:00,191
  2023-03-12 21:54:56.478126-04:00,170
  2023-03-12 21:55:32.505295-04:00,170
  2023-03-12 22:00:41.862408-04:00,154
  2023-03-12 22:05:48.222210-04:00,35
  2023-03-12 22:07:22.088131-04:00,0
  2023-03-12 22:10:39.894290-04:00,0
  2023-03-12 22:12:01.638300-04:00,0
  2023-03-12 22:12:53.589778-04:00,0
  2023-03-12 22:13:17.795988-04:00,0
  2023-03-12 22:14:11.313555-04:00,0
  2023-03-12 22:15:07.178529-04:00,0
  2023-03-12 22:20:20.486160-04:00,0
  2023-03-12 22:24:07.758116-04:00,0
  2023-03-12 22:39:01.174908-04:00,0
  2023-03-12 22:41:18.070350-04:00,0
  2023-03-12 22:44:22.097636-04:00,0
  2023-03-12 22:44:53.206721-04:00,0
  2023-03-12 22:45:23.925441-04:00,0
  2023-03-12 22:45:54.657808-04:00,0
  2023-03-12 22:46:25.157558-04:00,0
  2023-03-12 22:46:56.578264-04:00,0
  2023-03-12 22:47:10.521941-04:00,0
  2023-03-12 22:48:10.933323-04:00,0
  2023-03-12 22:48:39.695185-04:00,0
  2023-03-12 22:49:10.612594-04:00,0
  2023-03-12 22:49:41.089276-04:00,0
  2023-03-12 22:50:01.850446-04:00,0
  2023-03-12 22:50:46.920410-04:00,0
  2023-03-12 22:51:20.249521-04:00,0
  2023-03-12 22:51:43.479266-04:00,0
  2023-03-12 22:53:01.750539-04:00,0
  2023-03-12 22:53:32.446381-04:00,0
  2023-03-12 22:56:26.476129-04:00,0
  2023-03-12 22:57:05.895587-04:00,0
  2023-03-12 22:57:43.331518-04:00,0
  2023-03-12 22:58:23.289011-04:00,0
  2023-03-12 22:59:06.430710-04:00,0
  2023-03-12 22:59:48.980063-04:00,0
  2023-03-12 23:00:20.019805-04:00,0
  2023-03-12 23:01:06.174922-04:00,0
  2023-03-12 23:01:44.601480-04:00,0
  2023-03-12 23:02:24.731881-04:00,0
  2023-03-12 23:03:06.418004-04:00,0
  2023-03-12 23:03:44.060336-04:00,0
  2023-03-12 23:04:22.636642-04:00,0
  2023-03-12 23:08:05.703746-04:00,0
  2023-03-12 23:08:20.658337-04:00,0
  2023-03-12 23:13:34.933486-04:00,0
  2023-03-12 23:18:48.245298-04:00,0
  2023-03-12 23:22:31.060036-04:00,0
  2023-03-12 23:26:01.748406-04:00,0
  2023-03-12 23:29:04.166173-04:00,0
  2023-03-12 23:30:59.159536-04:00,0
  2023-03-12 23:36:10.797970-04:00,0
  2023-03-12 23:41:19.521032-04:00,0
  2023-03-12 23:41:46.991498-04:00,0
  2023-03-12 23:46:59.044332-04:00,0
  2023-03-12 23:52:11.594204-04:00,0
  2023-03-12 23:57:23.952650-04:00,0
  
